"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-09",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"56",",,0","39",",I,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-10",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"52",",,0","40",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-11",,,,,,,,,,,,,,,,,,,,,"0.10",",,0",,,,,,,"51",",,0","7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-12",,,,,,,,,,,,,,,,,,,,,"0.00","T,,0",,,,,,,"18",",,0","3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-13",,,,,,,,,,,,,,,,,,,,,"0.00","T,,0",,,,,,,"22",",,0","5",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-14",,,,,,,,,,,,,,,,,,,,,"0.10",",,0",,,,,,,"33",",,0","19",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-15",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"38",",,0","27",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-16",,,,,,,,,,,,,,,,,,,,,"0.25",",,0",,,,,,,"40",",,0","33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-17",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"37",",,0","31",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-18",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"43",",,0","22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-19",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"52",",,0","31",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-20",,,,,,,,,,,,,,,,,,,,,"0.00","T,,0",,,,,,,"58",",,0","39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-21",,,,,,,,,,,,,,,,,,,,,"0.21",",,0",,,,,,,"55",",,0","35",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-22",,,,,,,,,,,,,,,,,,,,,"0.61",",,0",,,,,,,"37",",,0","32",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-23",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"43",",,0","27",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-24",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"47",",,0","26",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-25",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"46",",,0","20",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-26",,,,,,,,,,,,,,,,,,,,,"0.08",",,0",,,,,,,"42",",,0","32",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-27",,,,,,,,,,,,,,,,,,,,,"0.37",",,0",,,,,,,"64",",,0","42",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-02-28",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"65",",,0","47",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-01",,,,,,,,,,,,,,,,,,,,,"0.29",",,0",,,,,,,"62",",,0","39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-02",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"55",",,0","32",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-03",,,,,,,,,,,,,,,,,,,,,"0.02",",,0",,,,,,,"59",",,0","37",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-04",,,,,,,,,,,,,,,,,,,,,"0.15",",,0",,,,,,,"68",",,0","52",",I,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-05",,,,,,,,,,,,,,,,,,,,,"0.26",",,0",,,,,,,"42",",I,0","38",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-06",,,,,,,,,,,,,,,,,,,,,"0.05",",,0",,,,,,,"39",",,0","29",",I,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-07",,,,,,,,,,,,,,,,,,,,,"0.05",",,0",,,,,,,"25",",I,0","15",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-08",,,,,,,,,,,,,,,,,,,,,"0.00","T,,0",,,,,,,"48",",,0","21",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-09",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"64",",,0","41",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-10",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"66",",,0","46",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-11",,,,,,,,,,,,,,,,,,,,,"0.42",",,0",,,,,,,"65",",,0","50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-12",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"73",",,0","42",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-13",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"54",",,0","33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-14",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"65",",,0","31",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-15",,,,,,,,,,,,,,,,,,,,,"0.09",",,0",,,,,,,"66",",,0","51",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-16",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"63",",,0","35",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-17",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"42",",,0","23",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-18",,,,,,,,,,,,,,,,,,,,,"0.06",",,0",,,,,,,"45",",,0","30",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-19",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"51",",,0","26",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-20",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"55",",,0","29",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-21",,,,,,,,,,,,,,,,,,,,,"0.93",",,0",,,,,,,"63",",,0","46",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-22",,,,,,,,,,,,,,,,,,,,,"0.88",",,0",,,,,,,"60",",,0","29",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-23",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"56",",,0","28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-24",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"54",",,0","39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-25",,,,,,,,,,,,,,,,,,,,,"0.18",",,0",,,,,,,"47",",,0","30",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-26",,,,,,,,,,,,,,,,,,,,,"0.10",",,0",,,,,,,"35",",,0","15",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-27",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"28",",,0","15",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-28",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"40",",,0","16",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-29",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"45",",,0","26",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-30",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"54",",,0","25",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-03-31",,,,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"63",",,0","29",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-01",,,,,,,,,,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"70",",,0","32",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-02",,,,,,,"0.20",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"74",",,0","42",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-03",,,,,,,"0.12",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"56",",,0","40",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-04",,,,,,,"0.05",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"60",",,0","30",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-05",,,,,,,"0.05",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"79",",,0","48",",,0",,,,,"32.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-06",,,,,,,"0.09",",,0",,,,,,,,,,,,,"0.20",",,0","0.0",",,0","0.0",",,0",,,"64",",,0","51",",,0",,,,,"65.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-07",,,,,,,"0.12",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"53",",,0","36",",,0",,,,,"42.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-08",,,,,,,"0.10",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"61",",,0","28",",,0",,,,,"19.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-09",,,,,,,"0.14",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"67",",,0","38",",,0",,,,,"16.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-10",,,,,,,,,,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"77",",,0","42",",,0",,,,,"16.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-11",,,,,,,,,,,,,,,,,,,,,"0.08",",,0","0.0",",,0","0.0",",,0",,,"67",",,0","47",",,0",,,,,"39.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-12",,,,,,,,,,,,,,,,,,,,,"0.05",",,0","0.0",",,0","0.0",",,0",,,"74",",,0","52",",,0",,,,,"29.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-13","    4",",,0",,,,,,,,,,,,,"0.2",",,0",,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"78",",,0","57",",,0",,,,,"37.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-14",,,,,,,"0.01",",,0",,,,,,,,,,,,,"0.20",",,0","0.0",",,0","0.0",",,0",,,"70",",,0","54",",,0",,,,,"46.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-15",,,,,,,"0.06",",,0",,,,,,,,,,,,,"0.00","T,,0","0.0",",,0","0.0",",,0",,,"60",",,0","52",",,0",,,,,"42.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-16",,,,,,,"0.13",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"73",",,0","43",",,0",,,,,"14.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-17",,,,,,,"0.21",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"73",",,0","56",",,0",,,,,"23.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-18",,,,,,,"0.12",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"80",",,0","41",",,0",,,,,"26.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-19",,,,,,,"0.01",",,0",,,,,,,,,,,,,"0.05",",,0","0.0",",,0","0.0",",,0",,,"76",",,0","63",",,0",,,,,"26.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-20",,,,,,,,,,,,,,,,,,,,,"0.12",",,0","0.0",",,0","0.0",",,0",,,"80",",,0","55",",,0",,,,,"18.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-21",,,,,,,,,,,,,,,,,,,,,"0.03",",,0","0.0",",,0","0.0",",,0",,,"71",",,0","56",",,0",,,,,"6.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-22",,,,,,,,,,,,,,,,,,,,,"0.25",",,0","0.0",",,0","0.0",",,0",,,"73",",,0","54",",,0",,,,,"18.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-23",,,,,,,,,,,,,,,,,,,,,"0.00","T,,0","0.0",",,0","0.0",",,0",,,"71",",,0","48",",,0",,,,,"23.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-24",,,,,,,"0.09",",,0",,,,,,,,,,,,,"0.82",",,0","0.0",",,0","0.0",",,0",,,"71",",,0","57",",,0",,,,,"24.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-25",,,,,,,"0.14",",,0",,,,,,,,,,,,,"0.09",",,0","0.0",",,0","0.0",",,0",,,"58",",,0","50",",,0",,,,,"19.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-26",,,,,,,"0.03",",,0",,,,,,,,,,,,,"0.00","T,,0","0.0",",,0","0.0",",,0",,,"56",",,0","47",",,0",,,,,"19.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-27",,,,,,,"0.06",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"63",",,0","40",",,0",,,,,"8.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-28",,,,,,,"0.14",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"71",",,0","40",",,0",,,,,"13.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-29",,,,,,,"0.23",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"75",",,0","42",",,0",,,,,"14.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-04-30",,,,,,,"0.18",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"73",",,0","47",",,0",,,,,"23.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-05-01",,,,,,,"0.19",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"77",",,0","42",",,0",,,,,"11.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-05-02",,,,,,,"0.19",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"81",",,0","45",",,0",,,,,"11.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-05-03",,,,,,,"0.23",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"87",",,0","55",",,0",,,,,"9.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-05-04",,,,,,,"0.22",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"88",",,0","56",",,0",,,,,"24.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-05-05",,,,,,,"0.32",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"80",",,0","60",",,0",,,,,"16.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-05-06",,,,,,,"0.21",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"73",",,0","46",",,0",,,,,"13.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-05-07",,,,,,,"0.09",",,0",,,,,,,,,,,,,"0.05",",,0","0.0",",,0","0.0",",,0",,,"83",",,0","52",",,0",,,,,"16.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-05-08",,,,,,,"0.07",",,0",,,,,,,,,,,,,"0.00","T,,0","0.0",",,0","0.0",",,0",,,"61",",,0","50",",,0",,,,,"31.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-05-09",,,,,,,,,,,,,,,,,,,,,"0.12",",,0","0.0",",,0","0.0",",,0",,,"75",",,0","48",",,0",,,,,"23.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-05-10",,,,,,,,,,,,,,,,,,,,,"0.08",",,0","0.0",",,0","0.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-05-11",,,,,,,,,,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-05-12",,,,,,,,,,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-05-13",,,,,,,,,,,,,,,,,,,,,"0.03",",,0","0.0",",,0","0.0",",,0",,,"65",",,0","56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1955-05-14",,,,,,,"0.09",",,0",,,,,,,,,,,,,"0.60",",,0","0.0",",,0","0.0",",,0",,,"74",",,0","53",",,0",,,,,"32.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
