"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAEV","DAEV_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FRGB","FRGB_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-05-26",,,,,,,,,,,,,,,,,,,"0.00","T,,0",,,,,,,"89",",,0","66",",,0","75",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-05-27",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"88",",,0","62",",,0","72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-05-28",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"83",",,0","64",",,0","80",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-05-29",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"85",",,0","53",",,0","82",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-05-30",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"88",",,0","58",",,0","84",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-05-31",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"88",",,0","63",",,0","85",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-01",,,,,,,,,,,,,,,,,,,"0.36",",,0",,,,,,,"90",",,0","69",",,0","72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-02",,,,,,,,,,,,,,,,,,,"0.96",",,0",,,,,,,"89",",,0","67",",,0","68",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-03",,,,,,,,,,,,,,,,,,,"0.48",",,0",,,,,,,"84",",,0","66",",,0","81",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-04",,,,,,,,,,,,,,,,,,,"0.01",",,0",,,,,,,"89",",,0","67",",,0","81",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-05",,,,,,,,,,,,,,,,,,,"0.00","T,,0",,,,,,,"89",",,0","71",",,0","85",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-06",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"85",",,0","63",",,0","67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-07",,,,,,,,,,,,,,,,,,,"0.00","T,,0",,,,,,,"68",",,0","46",",,0","65",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-08",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"76",",,0","52",",,0","72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-09",,,,,,,,,,,,,,,,,,,"0.21",",,0",,,,,,,"83",",,0","56",",,0","69",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-10",,,,,,,,,,,,,,,,,,,"0.01",",,0",,,,,,,"75",",,0","65",",,0","68",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-11",,,,,,,,,,,,,,,,,,,"0.00","T,,0",,,,,,,"75",",,0","52",",,0","72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-12",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"84",",,0","56",",,0","81",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-13",,,,,,,,,,,,,,,,,,,"0.05",",,0",,,,,,,"90",",,0","62",",,0","74",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-14",,,,,,,,,,,,,,,,,,,"0.10",",,0",,,,,,,"89",",,0","70",",,0","86",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-15",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"86",",,0","69",",,0","84",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-16",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"91",",,0","69",",,0","87",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-17",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"92",",,0","69",",,0","90",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-18",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"95",",,0","75",",,0","92",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-19",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"92",",,0","62",",,0","72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-20",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"72",",,0","54",",,0","72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-21",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"84",",,0","50",",,0","81",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-22",,,,,,,,,,,,,,,,,,,"0.43",",,0",,,,,,,"84",",,0","64",",,0","84",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-23",,,,,,,,,,,,,,,,,,,"0.04",",,0",,,,,,,"93",",,0","70",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-24",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"83",",,0","59",",,0","81",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-25",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"86",",,0","61",",,0","82",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-26",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"94",",,0","69",",,0","88",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-27",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"95",",,0","71",",,0","94",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-28",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"98",",,0","72",",,0","92",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-29",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"92",",,0","77",",,0","85",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-06-30",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"84",",,0","65",",,0","71",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-01",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"83",",,0","55",",,0","78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-02",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"87",",,0","55",",,0","83",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-03",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"87",",,0","59",",,0","83",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-04",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"91",",,0","60",",,0","85",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-05",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"91",",,0","58",",,0","88",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-06",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"92",",,0","60",",,0","89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-07",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"89",",,0","69",",,0","85",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-08",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"93",",,0","70",",,0","89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-09",,,,,,,,,,,,,,,,,,,"0.00","T,,0",,,,,,,"89",",,0","71",",,0","82",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-10",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"94",",,0","69",",,0","90",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-11",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"95",",,0","72",",,0","95",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-12",,,,,,,,,,,,,,,,,,,"0.69",",,0",,,,,,,"95",",,0","72",",,0","72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-13",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"85",",,0","64",",,0","80",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-14",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"86",",,0","61",",,0","82",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-15",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"87",",,0","57",",,0","86",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-16",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"85",",,0","65",",,0","80",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-17",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"88",",,0","59",",,0","82",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-18",,,,,,,,,,,,,,,,,,,"0.02",",,0",,,,,,,"87",",,0","65",",,0","83",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-19",,,,,,,,,,,,,,,,,,,"0.04",",,0",,,,,,,"91",",,0","69",",,0","88",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-20",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"88",",,0","64",",,0","75",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-21",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"76",",,0","53",",,0","76",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-22",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"84",",,0","55",",,0","84",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-23",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"93",",,0","60",",,0","89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-24",,,,,,,,,,,,,,,,,,,"0.02",",,0",,,,,,,"90",",,0","66",",,0","87",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-25",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"92",",,0","66",",,0","89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-26",,,,,,,,,,,,,,,,,,,"0.05",",,0",,,,,,,"89",",,0","73",",,0","74",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-27",,,,,,,,,,,,,,,,,,,"0.02",",,0",,,,,,,"85",",,0","70",",,0","85",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-28",,,,,,,,,,,,,,,,,,,"0.73",",,0",,,,,,,"94",",,0","66",",,0","67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-29",,,,,,,,,,,,,,,,,,,"0.02",",,0",,,,,,,"85",",,0","60",",,0","78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-30",,,,,,,,,,,,,,,,,,,"0.01",",,0",,,,,,,"92",",,0","64",",,0","85",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-07-31",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"94",",,0","67",",,0","88",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-01",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"93",",,0","71",",,0","84",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-02",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"94",",,0","70",",,0","88",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-03",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"97",",,0","71",",,0","88",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-04",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"95",",,0","74",",,0","83",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-05",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"93",",,0","73",",,0","77",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-06",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"91",",,0","70",",,0","85",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-07",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"89",",,0","68",",,0","84",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-08",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"93",",,0","60",",,0","87",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-09",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"94",",,0","62",",,0","88",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-10",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"98",",,0","64",",,0","93",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-11",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"96",",,0","74",",,0","93",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-12",,,,,,,,,,,,,,,,,,,"0.84",",,0",,,,,,,"94",",,0","71",",,0","71",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-13",,,,,,,,,,,,,,,,,,,"0.18",",,0",,,,,,,"93",",,0","67",",,0","89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-14",,,,,,,,,,,,,,,,,,,"0.40",",,0",,,,,,,"95",",,0","72",",,0","79",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-15",,,,,,,,,,,,,,,,,,,"0.02",",,0",,,,,,,"94",",,0","69",",,0","88",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-16",,,,,,,,,,,,,,,,,,,"0.02",",,0",,,,,,,"94",",,0","71",",,0","76",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-17",,,,,,,,,,,,,,,,,,,"0.96",",,0",,,,,,,"85",",,0","68",",,0","70",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-18",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"77",",,0","61",",,0","72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-19",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"81",",,0","53",",,0","75",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-20",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"88",",,0","53",",,0","85",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-21",,,,,,,,,,,,,,,,,,,"0.08",",,0",,,,,,,"87",",,0","67",",,0","79",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-22",,,,,,,,,,,,,,,,,,,"0.13",",,0",,,,,,,"85",",,0","67",",,0","81",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-23",,,,,,,,,,,,,,,,,,,"0.30",",,0",,,,,,,"82",",,0","66",",,0","74",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-24",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"74",",,0","52",",,0","68",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-25",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"74",",,0","47",",,0","68",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-26",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"76",",,0","55",",,0","72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-27",,,,,,,,,,,,,,,,,,,"0.00","T,,0",,,,,,,"73",",,0","60",",,0","67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-28",,,,,,,,,,,,,,,,,,,"0.47",",,0",,,,,,,"75",",,0","59",",,0","65",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-29",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"73",",,0","61",",,0","73",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-30",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"83",",,0","57",",,0","79",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-08-31",,,,,,,,,,,,,,,,,,,"1.23",",,0",,,,,,,"79",",,0","65",",,0","72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-09-01",,,,,,,,,,,,,,,,,,,"0.00","T,,0",,,,,,,"82",",,0","64",",,0","80",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-09-02",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"86",",,0","62",",,0","83",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-09-03",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"90",",,0","69",",,0","87",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-09-04",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"90",",,0","70",",,0","77",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-09-05",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"78",",,0","64",",,0","74",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-09-06",,,,,,,,,,,,,,,,,,,"0.00","T,,0",,,,,,,"75",",,0","61",",,0","72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1944-09-07",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"73",",,0","48",",,0","66",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
