"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-01","   70",",,X","   80",",,X",,,,,,,,," 1542",",,X","0.00",",,0,null","   74",",,X","0.0",",,0,","0.0",",,0,",,,"61",",,0","28",",,0",,,"  504",",,X","  180","W,,X","  225","W,,X",,,"24.2",",,X","17.0",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-02","  100",",,X","  100",",,X",,,,,,,,," 1348",",,X","0.02",",,0,null","   24",",,X","0.0",",,0,","0.0",",,0,",,,"64",",,0","36",",,0",,,"  162",",,X","  180","W,,X","  225","W,,X",,,"23.0",",,X","17.0",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-03","  100",",,X","  100",",,X",,,,,,,,," 0506",",,X","0.06",",,0,null","    0",",,X","0.0",",,0,","0.0",",,0,",,,"55",",,0","46",",,0",,,"    0",",,X","   90","W,,X","   90","W,,X",,,"18.3",",,X","13.0",",,X","    1",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-04","  100",",,X","  100",",,X",,,,,,,,," 2336",",,X","0.00","T,,0,null","   14",",,X","0.0",",,0,","0.0",",,0,",,,"65",",,0","48",",,0",,,"   96",",,X","   45","W,,X","   45","W,,X",,,"26.4",",,X","17.0",",,X","    1",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-05","   70",",,X","   70",",,X",,,,,,,,," 0018",",,X","0.18",",,0,null","   46",",,X","0.0",",,0,","0.0",",,0,",,,"71",",,0","46",",,0",,,"  318",",,X","   45","W,,X","   45","W,,X",,,"26.4",",,X","19.9",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-06","   20",",,X","   30",",,X",,,,,,,,," 2012",",,X","0.00",",,0,null","   87",",,X","0.0",",,0,","0.0",",,0,",,,"76",",,0","41",",,0",,,"  600",",,X","   90","W,,X","  135","W,,X",,,"26.4",",,X","17.9",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-07","   90",",,X","   90",",,X",,,,,,,,," 0724",",,X","0.02",",,0,null","   23",",,X","0.0",",,0,","0.0",",,0,",,,"71",",,0","50",",,0",,,"  162",",,X","  135","W,,X","  180","W,,X",,,"32.2",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-08","   30",",,X","   20",",,X",,,,,,,,," 1430",",,X","0.00",",,0,null","   92",",,X","0.0",",,0,","0.0",",,0,",,,"67",",,0","37",",,0",,,"  642",",,X","  270","W,,X","  315","W,,X",,,"16.1",",,X","10.1",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-09","   80",",,X","   90",",,X",,,,,,,,," 1000",",,X","0.01",",,0,null","   30",",,X","0.0",",,0,","0.0",",,0,",,,"67",",,0","44",",,0",,,"  210",",,X","   45","W,,X","   45","W,,X",,,"25.3",",,X","17.0",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-10","   90",",,X","   90",",,X",,,,,,,,," 1724",",,X","0.03",",,0,null","   61",",,X","0.0",",,0,","0.0",",,0,",,,"77",",,0","52",",,0",,,"  432",",,X","  135","W,,X","  135","W,,X",,,"24.2",",,X","17.0",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-11","   90",",,X","   90",",,X",,,,,,,,," 1554",",,X","0.07",",,0,null","   24",",,X","0.0",",,0,","0.0",",,0,",,,"75",",,0","60",",,0",,,"  174",",,X","  135","W,,X","  135","W,,X",,,"41.4",",,X","31.1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-12","  100",",,X","  100",",,X",,,,,,,,," 0512",",,X","0.01",",,0,null","    0",",,X","0.0",",,0,","0.0",",,0,",,,"60",",,0","45",",,0",,,"    0",",,X","  270","W,,X","  225","W,,X",,,"39.1",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-13","  100",",,X","  100",",,X",,,,,,,,," 1148",",,X","0.00",",,0,null","   44",",,X","0.0",",,0,","0.0",",,0,",,,"61",",,0","44",",,0",,,"  312",",,X","  180","W,,X","  135","W,,X",,,"16.1",",,X","10.1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-14","   90",",,X","  100",",,X",,,,,,,,," 1530",",,X","0.83",",,0,null","   15",",,X","0.0",",,0,","0.0",",,0,",,,"77",",,0","52",",,0",,,"  108",",,X","  315","W,,X","  315","W,,X",,,"34.4",",,X","27.1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-15","   80",",,X","   60",",,X",,,,,,,,," 1236",",,X","0.06",",,0,null","   51",",,X","0.0",",,0,","0.0",",,0,",,,"74",",,0","55",",,0",,,"  360",",,X","  225","W,,X","  225","W,,X",,,"42.5",",,X","36.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-16","  100",",,X","  100",",,X",,,,,,,,," 1906",",,X","0.38",",,0,null","    2",",,X","0.0",",,0,","0.0",",,0,",,,"56",",,0","50",",,0",,,"   12",",,X","   45","W,,X","   45","W,,X",,,"24.2",",,X","17.0",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-17","  100",",,X","  100",",,X",,,,,,,,," 1618",",,X","0.32",",,0,null","    0",",,X","2.1",",,0,","0.0",",,0,",,,"54",",,0","29",",,0",,,"    0",",,X","  315","W,,X","  360","W,,X",,,"48.3",",,X","34.9",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X","    1",",,0",,,,,"    1",",,X","    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-18","   90",",,X","  100",",,X",,,,,,,,," 0224",",,X","0.00","T,,0,null","    7",",,X","0.0","T,,0,","2.0",",,0,",,,"36",",,0","29",",,0",,,"   54",",,X","  270","W,,X","  270","W,,X",,,"48.3",",,X","32.0",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-19","   60",",,X","   70",",,X",,,,,,,,," 0006",",,X","0.00",",,0,null","   48",",,X","0.0",",,0,","0.0","T,,0,",,,"40",",,0","29",",,0",,,"  348",",,X","  315","W,,X","  315","W,,X",,,"23.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-20","   80",",,X","  100",",,X",,,,,,,,," 2306",",,X","0.00",",,0,null","   12",",,X","0.0",",,0,","0.0",",,0,",,,"43",",,0","26",",,0",,,"   84",",,X","  360","W,,X","  360","W,,X",,,"26.4",",,X","16.1",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-21","   80",",,X","   90",",,X",,,,,,,,," 1454",",,X","0.00",",,0,null","   52",",,X","0.0",",,0,","0.0",",,0,",,,"42",",,0","26",",,0",,,"  378",",,X","  360","W,,X","  360","W,,X",,,"28.9",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-22","   70",",,X","   90",",,X",,,,,,,,," 1436",",,X","0.00","T,,0,null","   16",",,X","0.0","T,,0,","0.0",",,0,",,,"40",",,0","27",",,0",,,"  120",",,X","  315","W,,X","  360","W,,X",,,"19.5",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-23","   50",",,X","   50",",,X",,,,,,,,," 1236",",,X","0.00",",,0,null","   89",",,X","0.0",",,0,","0.0",",,0,",,,"51",",,0","23",",,0",,,"  660",",,X","  315","W,,X","   45","W,,X",,,"16.1",",,X","8.1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-24","   30",",,X","   10",",,X",,,,,,,,," 1542",",,X","0.00",",,0,null","   92",",,X","0.0",",,0,","0.0",",,0,",,,"64",",,0","30",",,0",,,"  678",",,X","   90","W,,X","   90","W,,X",,,"18.3",",,X","12.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-25","  100",",,X","  100",",,X",,,,,,,,," 1030",",,X","0.35",",,0,null","    4",",,X","0.0",",,0,","0.0",",,0,",,,"54",",,0","47",",,0",,,"   30",",,X","  135","W,,X","   90","W,,X",,,"25.3",",,X","16.1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-26","  100",",,X","  100",",,X",,,,,,,,," 2136",",,X","0.41",",,0,null","    0",",,X","0.0",",,0,","0.0",",,0,",,,"49",",,0","44",",,0",,,"    0",",,X","  360","W,,X","  360","W,,X",,,"23.0",",,X","14.1",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-27","    0",",,X","    0",",,X",,,,,,,,," 1230",",,X","0.00",",,0,null","  100",",,X","0.0",",,0,","0.0",",,0,",,,"61",",,0","32",",,0",,,"  744",",,X","  360","W,,X","   90","W,,X",,,"19.5",",,X","12.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-28","   80",",,X","  100",",,X",,,,,,,,," 1430",",,X","0.00","T,,0,null","    3",",,X","0.0",",,0,","0.0",",,0,",,,"61",",,0","37",",,0",,,"   24",",,X","  180","W,,X","  180","W,,X",,,"23.0",",,X","17.0",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-29","   90",",,X","  100",",,X",,,,,,,,," 1606",",,X","0.57",",,0,null","    5",",,X","0.0",",,0,","0.0",",,0,",,,"63",",,0","50",",,0",,,"   42",",,X","  180","W,,X","  180","W,,X",,,"21.9",",,X","14.1",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-30","  100",",,X","  100",",,X",,,,,,,,," 1306",",,X","0.00","T,,0,null","    5",",,X","0.0",",,0,","0.0",",,0,",,,"63",",,0","50",",,0",,,"   36",",,X","  180","W,,X","  180","W,,X",,,"20.8",",,X","16.1",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-03-31","   80",",,X","   90",",,X",,,,,,,,," 1342",",,X","0.11",",,0,null","    0",",,X","0.0",",,0,","0.0",",,0,",,,"65",",,0","49",",,0",,,"    0",",,X","   90","W,,X","   90","W,,X",,,"21.9",",,X","15.0",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-01","   60",",,X","   60",",,X",,,,,,,,," 1412",",,X","0.00","T,,0,null","   34",",,X","0.0",",,0,","0.0",",,0,",,,"70",",,0","50",",,0",,,"  264",",,X","  225","W,,X","  225","W,,X",,,"30.0",",,X","23.9",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-02","  100",",,X","  100",",,X",,,,,,,,," 1942",",,X","0.03",",,0,null","    0",",,X","0.0",",,0,","0.0",",,0,",,,"51",",,0","45",",,0",,,"    0",",,X","  225","W,,X","  225","W,,X",,,"26.4",",,X","19.0",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-03","  100",",,X","  100",",,X",,,,,,,,," 0206",",,X","0.01",",,0,null","    0",",,X","0.0",",,0,","0.0",",,0,",,,"48",",,0","43",",,0",,,"    0",",,X","  270","W,,X","  270","W,,X",,,"21.9",",,X","17.0",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-04","  100",",,X","  100",",,X",,,,,,,,," 0754",",,X","0.56",",,0,null","    0",",,X","0.0","T,,0,","0.0",",,0,",,,"44",",,0","39",",,0",,,"    0",",,X","   45","W,,X","   45","W,,X",,,"25.3",",,X","17.0",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X","    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-05","   90",",,X","  100",",,X",,,,,,,,," 1200",",,X","0.03",",,0,null","    1",",,X","0.0",",,0,","0.0",",,0,",,,"44",",,0","36",",,0",,,"    6",",,X","  270","W,,X","  270","W,,X",,,"26.4",",,X","19.0",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-06","    0",",,X","    0",",,X",,,,,,,,," 1218",",,X","0.00",",,0,null","  100",",,X","0.0",",,0,","0.0",",,0,",,,"65",",,0","35",",,0",,,"  774",",,X","  180","W,,X","  180","W,,X",,,"32.2",",,X","23.9",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-07","   80",",,X","  100",",,X",,,,,,,,," 1712",",,X","0.03",",,0,null","   53",",,X","0.0",",,0,","0.0",",,0,",,,"58",",,0","39",",,0",,,"  414",",,X","  135","W,,X","  135","W,,X",,,"15.0",",,X","10.1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-08","   90",",,X","   90",",,X",,,,,,,,," 1324",",,X","0.33",",,0,null","   64",",,X","0.0",",,0,","0.0",",,0,",,,"52",",,0","42",",,0",,,"  498",",,X","  315","W,,X","  315","W,,X",,,"26.4",",,X","19.0",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-09","   90",",,X","  100",",,X",,,,,,,,," 1536",",,X","0.29",",,0,null","    0",",,X","0.0","T,,0,","0.0",",,0,",,,"60",",,0","38",",,0",,,"    0",",,X","  225","W,,X","  225","W,,X",,,"49.4",",,X","40.0",",,X",,,,,"    1",",,X","    1",",,0",,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-10","  100",",,X","  100",",,X",,,,,,,,," 1342",",,X","0.09",",,0,null","    0",",,X","0.8",",,0,","0.0","T,,0,",,,"39",",,0","31",",,0",,,"    0",",,X","  270","W,,X","  270","W,,X",,,"42.5",",,X","34.0",",,X","    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-11","   90",",,X","   80",",,X",,,,,,,,," 0042",",,X","0.00","T,,0,null","    0",",,X","0.0","T,,0,","0.0","T,,0,",,,"43",",,0","29",",,0",,,"    0",",,X","  270","W,,X","  270","W,,X",,,"27.5",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-12","   90",",,X","   80",",,X",,,,,,,,," 1048",",,X","0.46",",,0,null","   45",",,X","6.3",",,0,","3.0",",,0,",,,"44",",,0","32",",,0",,,"  354",",,X","   45","W,,X","   45","W,,X","0.5",",,X","26.4",",,X","17.9",",,X","    1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-13","   10",",,X","   10",",,X",,,,,,,,," 1306",",,X","0.00",",,0,null","   83",",,X","0.0",",,0,","0.0",",,0,",,,"46",",,0","29",",,0",,,"  600",",,X","  315","W,,X","  270","W,,X",,,"23.0",",,X","15.0",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-14","   10",",,X","   20",",,X",,,,,,,,," 1436",",,X","0.00",",,0,null","  100",",,X","0.0",",,0,","0.0",",,0,",,,"54",",,0","27",",,0",,,"  792",",,X","  180","W,,X","  135","W,,X",,,"15.0",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-15","   50",",,X","   60",",,X",,,,,,,,," 1406",",,X","0.00",",,0,null","   81",",,X","0.0",",,0,","0.0",",,0,",,,"72",",,0","36",",,0",,,"  648",",,X","  180","W,,X","  180","W,,X",,,"26.4",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-16","   90",",,X","  100",",,X",,,,,,,,," 1200",",,X","0.10",",,0,null","    6",",,X","0.0",",,0,","0.0",",,0,",,,"65",",,0","55",",,0",,,"   42",",,X","  180","W,,X","  180","W,,X",,,"46.1",",,X","34.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-17","  100",",,X","  100",",,X",,,,,,,,," 1718",",,X","0.46",",,0,null","    0",",,X","0.0",",,0,","0.0",",,0,",,,"60",",,0","47",",,0",,,"    0",",,X","  135","W,,X","  135","W,,X",,,"15.0",",,X","10.1",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-18","  100",",,X","  100",",,X",,,,,,,,," 1024",",,X","0.00","T,,0,null","    1",",,X","0.0",",,0,","0.0",",,0,",,,"64",",,0","54",",,0",,,"    6",",,X","  180","W,,X","  180","W,,X",,,"25.3",",,X","17.0",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-19","   90",",,X","   90",",,X",,,,,,,,," 1036",",,X","0.04",",,0,null","   19",",,X","0.0",",,0,","0.0",",,0,",,,"68",",,0","59",",,0",,,"  156",",,X","  135","W,,X","  135","W,,X",,,"20.8",",,X","13.0",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-20","   70",",,X","   70",",,X",,,,,,,,," 1418",",,X","0.00",",,0,null","   69",",,X","0.0",",,0,","0.0",",,0,",,,"80",",,0","60",",,0",,,"  558",",,X","  135","W,,X","  180","W,,X",,,"24.2",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-21","   60",",,X","   80",",,X",,,,,,,,," 1136",",,X","0.00",",,0,null","   72",",,X","0.0",",,0,","0.0",",,0,",,,"81",",,0","60",",,0",,,"  582",",,X","  225","W,,X","  225","W,,X",,,"32.2",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-22","   80",",,X","  100",",,X",,,,,,,,," 1154",",,X","0.03",",,0,null","   10",",,X","0.0",",,0,","0.0",",,0,",,,"74",",,0","62",",,0",,,"   78",",,X","  225","W,,X","  225","W,,X",,,"44.7",",,X","34.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-23","   80",",,X","   90",",,X",,,,,,,,," 1318",",,X","0.49",",,0,null","    5",",,X","0.0",",,0,","0.0",",,0,",,,"62",",,0","50",",,0",,,"   42",",,X","  315","W,,X","  315","W,,X",,,"13.9",",,X","10.1",",,X","    1",",,X",,,"    1",",,0",,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-24","   80",",,X","   90",",,X",,,,,,,,," 1954",",,X","0.00",",,0,null","   51",",,X","0.0",",,0,","0.0",",,0,",,,"69",",,0","46",",,0",,,"  420",",,X","  360","W,,X","  360","W,,X",,,"23.0",",,X","13.0",",,X","    1",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-25","  100",",,X","  100",",,X",,,,,,,,," 1324",",,X","0.01",",,0,null","    0",",,X","0.0",",,0,","0.0",",,0,",,,"54",",,0","45",",,0",,,"    0",",,X","  360","W,,X","  315","W,,X",,,"19.5",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-26","   80",",,X","   80",",,X",,,,,,,,," 1442",",,X","0.00",",,0,null","   26",",,X","0.0",",,0,","0.0",",,0,",,,"64",",,0","40",",,0",,,"  210",",,X","  360","W,,X","   45","W,,X",,,"24.2",",,X","16.1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-27","  100",",,X","  100",",,X",,,,,,,,," 1706",",,X","0.76",",,0,null","    0",",,X","0.0",",,0,","0.0",",,0,",,,"55",",,0","44",",,0",,,"    0",",,X","  360","W,,X","  315","W,,X",,,"40.3",",,X","29.1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-28","   60",",,X","   80",",,X",,,,,,,,," 0942",",,X","0.00",",,0,null","   41",",,X","0.0",",,0,","0.0",",,0,",,,"54",",,0","40",",,0",,,"  336",",,X","  270","W,,X","  270","W,,X",,,"33.3",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1973-04-29","   70",",,X","   80",",,X",,,,,,,,," 1312",",,X","0.00",",,0,null","   32",",,X","0.0",",,0,","0.0",",,0,",,,"63",",,0","31",",,0",,,"  264",",,X","  225","W,,X","  180","W,,X",,,"19.5",",,X","12.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
